,times,sst,sst_err,ftemp,wind,atemp,swrad,humid
0,691337.0399999912,303.137,1.0,303.48400000000004,1.492,302.197,0.5,0.01
1,691347.0399999912,303.1368396314439,1.0,303.4843498950315,1.4852499416842455,302.19787473757873,0.5,0.01
2,691357.0399999912,303.1366792628878,1.0,303.484699790063,1.478499883368491,302.19874947515746,0.5,0.01
3,691367.0399999912,303.1365188943317,1.0,303.4850496850945,1.4717498250527363,302.1996242127361,0.5,0.01
4,691377.0399999912,303.1363585257756,1.0,303.485399580126,1.4649997667369818,302.20049895031485,0.5,0.01
5,691387.0399999912,303.1361981572195,1.0,303.4857494751575,1.4582497084212274,302.2013736878936,0.5,0.01
6,691397.0399999912,303.13603778866343,1.0,303.4860993701889,1.4514996501054729,302.2022484254723,0.5,0.01
7,691407.0399999912,303.1358774201073,1.0,303.4864492652204,1.4447495917897182,302.20312316305103,0.5,0.01
8,691417.0399999912,303.13571705155124,1.0,303.4867991602519,1.4379995334739637,302.2039979006297,0.5,0.01
9,691427.0399999912,303.1355566829951,1.0,303.4871490552834,1.4312494751582092,302.2048726382084,0.5,0.01
10,691437.0399999912,303.135396314439,1.0,303.4874989503149,1.4244994168424547,302.20574737578715,0.5,0.01
11,691447.0399999912,303.1352359458829,1.0,303.4878488453464,1.4177493585267,302.2066221133659,0.5,0.01
12,691457.0399999912,303.1350755773268,1.0,303.48819874037787,1.4109993002109456,302.2074968509446,0.5,0.01
13,691467.0399999912,303.13491520877074,1.0,303.48854863540936,1.404249241895191,302.2083715885233,0.5,0.01
14,691477.0399999912,303.1347548402146,1.0,303.48889853044085,1.3974991835794366,302.209246326102,0.5,0.01
15,691487.0399999912,303.13459447165854,1.0,303.48924842547234,1.3907491252636819,302.21012106368073,0.5,0.01
16,691497.0399999912,303.1344341031024,1.0,303.48959832050383,1.3839990669479274,302.21099580125946,0.5,0.01
17,691507.0399999912,303.13427373454635,1.0,303.48994821553526,1.377249008632173,302.2118705388382,0.5,0.01
18,691517.0399999912,303.13411336599023,1.0,303.49029811056675,1.3704989503164184,302.21274527641685,0.5,0.01
19,691527.0399999912,303.1339529974341,1.0,303.49064800559825,1.3637488920006637,302.2136200139956,0.5,0.01
20,691537.0399999912,303.13379262887804,1.0,303.49099790062974,1.3569988336849093,302.2144947515743,0.5,0.01
21,691547.0399999912,303.1336322603219,1.0,303.4913477956612,1.3502487753691548,302.21536948915303,0.5,0.01
22,691557.0399999912,303.13347189176585,1.0,303.4916976906927,1.3434987170534003,302.21624422673176,0.5,0.01
23,691567.0399999912,303.1333115232097,1.0,303.4920475857242,1.3367486587376456,302.2171189643105,0.5,0.01
24,691577.0399999912,303.13315115465366,1.0,303.4923974807557,1.329998600421891,302.21799370188916,0.5,0.01
25,691587.0399999912,303.13299078609754,1.0,303.4927473757872,1.3232485421061366,302.2188684394679,0.5,0.01
26,691597.0399999912,303.13283041754147,1.0,303.4930972708187,1.3164984837903821,302.2197431770466,0.5,0.01
